Order ID,Consumer,Home Office,Corporate,Date of Sale,Order Quantity
US-2021-157259,1,0,0,2020-09-26,1
US-2021-168620,0,1,0,2020-09-27,3
US-2021-123526,0,0,1,2020-09-27,5
US-2021-140438,0,0,1,2020-09-27,5
US-2021-105081,1,0,0,2020-09-27,2
US-2021-169670,1,0,0,2020-09-27,5
US-2021-110975,0,0,1,2020-09-27,3
US-2021-109827,0,0,1,2020-09-27,4
US-2021-101168,0,0,1,2020-09-27,2
US-2021-148684,1,0,0,2020-09-27,1
US-2021-111941,1,0,0,2020-09-27,12
US-2021-116729,0,0,1,2020-09-28,3
US-2021-129868,0,0,1,2020-09-28,2
US-2021-155166,0,0,1,2020-09-28,3
US-2021-151512,0,0,1,2020-09-28,6
US-2021-114538,1,0,0,2020-09-28,2
US-2021-123015,0,0,1,2020-09-28,6
US-2021-153129,1,0,0,2020-09-28,1
US-2021-147536,1,0,0,2020-09-28,3
CA-2021-158792,1,0,0,2020-09-28,3
US-2021-162852,0,0,1,2020-09-28,2
US-2021-102596,0,1,0,2020-09-28,2
US-2021-131058,0,1,0,2020-10-01,5
US-2021-111605,1,0,0,2020-10-01,4
US-2021-162726,1,0,0,2020-10-01,4
US-2021-138667,1,0,0,2020-10-01,4
US-2021-156300,1,0,0,2020-10-01,2
US-2021-122017,1,0,0,2020-10-01,2
US-2021-163258,1,0,0,2020-10-02,1
US-2021-139689,0,0,1,2020-10-02,1
US-2021-157742,1,0,0,2020-10-02,5
US-2021-135209,0,1,0,2020-10-02,5
US-2021-124051,1,0,0,2020-10-02,3
US-2021-112578,1,0,0,2020-10-02,6
US-2021-105746,1,0,0,2020-10-02,4
US-2021-163951,0,0,1,2020-10-02,4
US-2021-111528,0,1,0,2020-10-02,5
US-2021-117226,0,0,1,2020-10-02,3
US-2021-117660,1,0,0,2020-10-02,14
US-2021-160486,1,0,0,2020-10-02,2
US-2021-165953,1,0,0,2020-10-02,1
US-2021-160395,0,0,1,2020-10-02,3
US-2021-156139,1,0,0,2020-10-02,5
US-2021-105830,1,0,0,2020-10-03,1
US-2021-100202,1,0,0,2020-10-03,2
US-2022-151750,1,0,0,2020-10-03,5
US-2022-144463,1,0,0,2020-10-03,2
US-2022-107503,1,0,0,2020-10-03,2
US-2022-154466,0,1,0,2020-10-03,2
US-2022-147207,1,0,0,2020-10-04,3
US-2022-113481,0,0,1,2020-10-04,3
US-2022-118668,0,0,1,2020-10-04,4
US-2022-111738,1,0,0,2020-10-04,2
US-2022-114034,1,0,0,2020-10-05,1
US-2022-150931,0,1,0,2020-10-05,4
US-2022-168690,1,0,0,2020-10-05,2
US-2022-123862,1,0,0,2020-10-05,4
US-2022-159366,0,0,1,2020-10-05,5
US-2022-115154,0,0,1,2020-10-05,4
US-2022-154760,1,0,0,2020-10-05,3
US-2022-158512,0,1,0,2020-10-08,5
US-2022-148551,0,0,1,2020-10-08,3
US-2022-108000,0,0,1,2020-10-08,2
US-2022-167402,0,0,1,2020-10-09,3
US-2022-113278,0,1,0,2020-10-09,5
US-2022-127306,1,0,0,2020-10-09,3
US-2022-138779,1,0,0,2020-10-09,8
US-2022-149076,1,0,0,2020-10-09,2
US-2022-106131,0,0,1,2020-10-09,2
US-2022-167752,1,0,0,2020-10-09,7
US-2022-160934,0,1,0,2020-10-09,4
US-2022-104661,1,0,0,2020-10-09,2
US-2022-152961,1,0,0,2020-10-09,5
US-2022-138289,1,0,0,2020-10-09,4
US-2022-125913,0,0,1,2020-10-09,3
CA-2022-121451,0,0,1,2020-10-10,3
US-2022-153045,1,0,0,2020-10-10,3
US-2022-127292,1,0,0,2020-10-10,3
US-2022-154718,1,0,0,2020-10-10,7
US-2022-157252,0,0,1,2020-10-10,6
US-2022-120649,1,0,0,2020-10-11,5
US-2022-144589,1,0,0,2020-10-11,2
US-2022-152079,1,0,0,2020-10-11,1
US-2022-161809,1,0,0,2020-10-12,3
US-2022-131954,0,1,0,2020-10-12,4
US-2022-127026,0,1,0,2020-10-12,1
US-2022-160423,0,1,0,2020-10-12,5
US-2022-141782,1,0,0,2020-10-12,2
CA-2022-115238,0,0,1,2020-10-12,8
US-2022-152499,0,0,1,2020-10-12,2
US-2022-127432,0,1,0,2020-10-12,2
US-2022-145142,0,0,1,2020-10-12,6
US-2022-139080,0,0,1,2020-10-12,4
US-2022-161893,0,1,0,2020-10-12,3
US-2022-104619,0,0,1,2020-10-13,3
US-2022-119669,1,0,0,2020-10-13,7
US-2022-105935,1,0,0,2020-10-15,5
US-2022-134649,0,0,1,2020-10-15,2
US-2022-150469,1,0,0,2020-10-15,6
US-2022-164098,1,0,0,2020-10-15,10
US-2022-117870,1,0,0,2020-10-15,1
US-2022-104437,1,0,0,2020-10-15,1
US-2022-115994,0,1,0,2020-10-15,5
US-2022-147984,1,0,0,2020-10-15,3
US-2022-166037,0,1,0,2020-10-16,3
US-2022-160927,1,0,0,2020-10-17,2
US-2022-139304,1,0,0,2020-10-18,3
US-2022-145338,1,0,0,2020-10-18,6
US-2022-127341,1,0,0,2020-10-18,3
US-2022-131653,1,0,0,2020-10-18,3
US-2022-112725,0,1,0,2020-10-18,2
US-2022-148999,1,0,0,2020-10-19,5
US-2022-104220,0,0,1,2020-10-19,1
US-2022-121790,1,0,0,2020-10-19,6
US-2022-164329,1,0,0,2020-10-19,3
US-2022-157273,0,1,0,2020-10-19,3
US-2022-128076,0,0,1,2020-10-19,5
US-2022-161333,1,0,0,2020-10-19,1
US-2022-164147,0,0,1,2020-10-20,6
US-2022-127474,0,1,0,2020-10-20,7
US-2022-126354,1,0,0,2020-10-20,3
US-2022-167703,1,0,0,2020-10-20,2
US-2022-169474,1,0,0,2020-10-20,3
US-2022-107517,0,0,1,2020-10-22,4
US-2022-131282,1,0,0,2020-10-22,1
US-2022-115105,1,0,0,2020-10-23,3
US-2022-122994,1,0,0,2020-10-23,1
US-2022-101840,0,0,1,2020-10-23,7
US-2022-154102,0,1,0,2020-10-23,2
US-2022-118773,1,0,0,2020-10-23,1
US-2022-150602,0,0,1,2020-10-23,1
US-2022-145807,1,0,0,2020-10-23,4
US-2022-124086,0,1,0,2020-10-23,8
US-2022-123659,1,0,0,2020-10-23,7
US-2022-131828,0,0,1,2020-10-23,2
US-2022-138156,1,0,0,2020-10-23,9
US-2022-116204,0,0,1,2020-10-23,3
US-2022-118535,0,0,1,2020-10-23,2
US-2022-104801,1,0,0,2020-10-23,7
US-2022-154809,1,0,0,2020-10-23,2
US-2022-151176,1,0,0,2020-10-24,8
US-2022-104906,0,0,1,2020-10-24,7
US-2022-163265,1,0,0,2020-10-24,4
US-2022-118521,1,0,0,2020-10-24,2
US-2022-120019,0,0,1,2020-10-24,3
US-2022-159149,0,1,0,2020-10-25,8
US-2022-109085,0,1,0,2020-10-25,5
US-2022-154039,0,1,0,2020-10-25,3
US-2022-132647,0,1,0,2020-10-25,4
US-2022-163195,1,0,0,2020-10-25,3
US-2022-164707,0,0,1,2020-10-25,1
US-2022-134838,0,1,0,2020-10-26,5
US-2022-122693,0,0,1,2020-10-26,7
US-2022-166415,1,0,0,2020-10-26,6
US-2022-135937,0,1,0,2020-10-26,2
US-2022-105809,0,0,1,2020-10-26,3
US-2022-150525,0,1,0,2020-10-26,10
US-2022-105445,0,0,1,2020-10-26,2
US-2022-124940,1,0,0,2020-10-26,2
US-2022-136007,0,0,1,2020-10-28,7
US-2022-104647,1,0,0,2020-10-28,5
US-2022-111374,1,0,0,2020-10-28,1
US-2022-127397,0,0,1,2020-10-28,3
US-2022-134642,1,0,0,2020-10-29,4
US-2022-125878,1,0,0,2020-10-29,5
US-2022-117212,0,1,0,2020-10-30,4
US-2022-121258,1,0,0,2020-10-30,3
US-2022-121706,1,0,0,2020-10-30,1
US-2022-101959,1,0,0,2020-10-30,2
US-2022-104885,0,0,1,2020-10-30,4
US-2022-152261,1,0,0,2020-10-30,2
US-2022-146024,0,0,1,2020-10-30,5
US-2022-124114,0,0,1,2020-10-31,1
US-2022-155712,0,0,1,2020-10-31,4
US-2022-163902,0,0,1,2020-10-31,2
US-2022-111815,1,0,0,2020-10-31,3
US-2022-123085,1,0,0,2020-10-31,2
US-2022-117513,0,0,1,2020-10-31,5
US-2022-121804,1,0,0,2020-10-31,3
US-2022-127621,1,0,0,2020-10-31,7
US-2022-119816,0,1,0,2020-10-31,5
US-2022-110478,0,0,1,2020-10-31,2
US-2022-142174,1,0,0,2020-10-31,5
US-2022-161046,0,0,1,2020-10-31,14
US-2022-168123,1,0,0,2020-10-31,1
US-2022-147753,1,0,0,2020-10-31,2
US-2022-168193,1,0,0,2020-10-31,4
US-2022-148642,1,0,0,2020-10-31,3
US-2022-167640,0,1,0,2020-10-31,4
US-2022-119039,0,1,0,2020-11-01,4
US-2022-125101,0,0,1,2020-11-01,2
US-2022-110884,1,0,0,2020-11-01,5
US-2022-136672,0,1,0,2020-11-01,2
US-2022-155698,0,0,1,2020-11-01,1
US-2022-104080,1,0,0,2020-11-01,2
US-2022-147354,1,0,0,2020-11-01,4
US-2022-102834,0,0,1,2020-11-01,7
US-2022-144638,0,1,0,2020-11-01,2
US-2022-132290,1,0,0,2020-11-01,1
US-2022-155824,0,0,1,2020-11-01,1
US-2022-140494,0,0,1,2020-11-01,4
US-2022-130967,1,0,0,2020-11-02,3
US-2022-133081,0,1,0,2020-11-02,11
US-2022-141558,0,1,0,2020-11-02,2
US-2022-147291,1,0,0,2020-11-02,6
US-2022-152786,1,0,0,2020-11-02,5
US-2022-116288,0,0,1,2020-11-02,4
US-2022-159352,0,0,1,2020-11-02,7
US-2022-157966,0,1,0,2020-11-02,7
US-2022-153843,1,0,0,2020-11-02,3
US-2022-107713,1,0,0,2020-11-02,9
US-2022-106859,0,1,0,2020-11-02,2
US-2022-166296,0,1,0,2020-11-03,10
US-2022-105851,1,0,0,2020-11-03,3
US-2022-146906,1,0,0,2020-11-03,2
US-2022-162474,0,0,1,2020-11-03,3
CA-2022-139675,0,1,0,2020-11-03,7
US-2022-114370,0,0,1,2020-11-05,3
US-2022-161172,1,0,0,2020-11-05,4
US-2022-129294,0,0,1,2020-11-05,3
US-2022-101539,0,1,0,2020-11-05,6
US-2022-152135,0,1,0,2020-11-05,3
CA-2022-130494,1,0,0,2020-11-05,6
US-2022-140949,1,0,0,2020-11-05,4
US-2022-129567,1,0,0,2020-11-05,4
US-2022-142867,0,1,0,2020-11-06,3
US-2022-129224,0,1,0,2020-11-06,3
US-2022-119438,1,0,0,2020-11-07,1
US-2022-122007,0,0,1,2020-11-07,3
US-2022-160087,1,0,0,2020-11-07,5
US-2022-143084,0,0,1,2020-11-07,3
US-2022-148145,1,0,0,2020-11-07,10
US-2022-162075,1,0,0,2020-11-07,5
US-2022-124436,1,0,0,2020-11-07,9
US-2022-140515,0,0,1,2020-11-07,2
US-2022-166499,0,0,1,2020-11-07,7
US-2022-105410,1,0,0,2020-11-07,2
US-2022-104955,0,1,0,2020-11-07,2
CA-2022-115483,1,0,0,2020-11-07,2
US-2022-154214,1,0,0,2020-11-07,2
US-2022-122763,1,0,0,2020-11-07,3
US-2022-143770,1,0,0,2020-11-08,5
US-2022-165491,0,0,1,2020-11-08,2
US-2022-119452,1,0,0,2020-11-08,1
US-2022-111591,0,1,0,2020-11-08,3
US-2022-156272,0,0,1,2020-11-08,3
US-2022-108539,1,0,0,2020-11-08,3
US-2022-117156,1,0,0,2020-11-08,3
US-2022-169285,1,0,0,2020-11-08,5
US-2022-155985,0,1,0,2020-11-08,7
US-2022-120719,0,1,0,2020-11-08,5
US-2022-140074,1,0,0,2020-11-08,7
US-2022-140151,1,0,0,2020-11-08,5
US-2022-135650,1,0,0,2020-11-08,11
US-2022-136511,0,0,1,2020-11-08,6
US-2022-122308,1,0,0,2020-11-08,11
US-2022-166184,0,0,1,2020-11-08,1
US-2022-167101,0,0,1,2020-11-08,3
US-2022-101637,0,0,1,2020-11-08,1
US-2022-155880,0,0,1,2020-11-08,3
US-2022-117534,1,0,0,2020-11-08,3
US-2022-143651,0,0,1,2020-11-08,5
US-2022-105193,1,0,0,2020-11-08,2
US-2022-101077,1,0,0,2020-11-08,3
US-2022-112039,1,0,0,2020-11-08,4
US-2022-121251,1,0,0,2020-11-08,5
US-2022-113208,0,0,1,2020-11-08,4
US-2022-141677,0,0,1,2020-11-08,2
US-2022-147144,0,1,0,2020-11-09,7
US-2022-162033,0,1,0,2020-11-09,3
US-2022-144491,1,0,0,2020-11-09,3
US-2022-139416,1,0,0,2020-11-09,3
US-2022-113705,1,0,0,2020-11-09,6
US-2022-124716,0,1,0,2020-11-09,2
US-2022-147886,0,0,1,2020-11-09,3
US-2022-166611,0,0,1,2020-11-09,3
US-2022-126550,1,0,0,2020-11-09,3
US-2022-126634,1,0,0,2020-11-09,5
US-2022-120147,1,0,0,2020-11-09,2
US-2022-154851,1,0,0,2020-11-09,5
US-2022-113474,1,0,0,2020-11-09,2
US-2022-129910,0,1,0,2020-11-10,3
US-2022-154907,0,0,1,2020-11-10,2
US-2022-159205,0,1,0,2020-11-10,3
US-2022-100524,1,0,0,2020-11-10,3
US-2022-144680,0,0,1,2020-11-10,6
US-2022-133263,0,0,1,2020-11-10,5
US-2022-114524,1,0,0,2020-11-10,2
US-2022-160143,0,0,1,2020-11-10,1
US-2022-102771,1,0,0,2020-11-11,2
US-2022-149881,0,0,1,2020-11-11,7
US-2022-134495,0,0,1,2020-11-12,5
US-2022-129028,0,0,1,2020-11-12,3
US-2022-147942,1,0,0,2020-11-12,5
US-2022-145877,1,0,0,2020-11-12,3
US-2022-118360,1,0,0,2020-11-12,2
US-2022-123281,1,0,0,2020-11-12,2
US-2022-121419,0,1,0,2020-11-12,7
US-2022-106355,0,1,0,2020-11-12,5
US-2022-145275,1,0,0,2020-11-12,3
US-2022-131156,1,0,0,2020-11-12,1
US-2022-127264,1,0,0,2020-11-12,1
US-2022-140536,0,1,0,2020-11-13,3
US-2022-109211,0,1,0,2020-11-13,4
US-2022-144848,0,1,0,2020-11-13,3
US-2022-157903,1,0,0,2020-11-13,7
US-2022-161592,0,0,1,2020-11-13,9
US-2022-107265,0,1,0,2020-11-13,3
US-2022-100930,0,1,0,2020-11-13,2
US-2022-165904,0,1,0,2020-11-13,3
US-2022-157854,0,0,1,2020-11-13,6
US-2022-136721,0,0,1,2020-11-13,7
US-2022-112333,0,1,0,2020-11-13,7
US-2022-150987,0,1,0,2020-11-13,3
US-2022-135279,0,1,0,2020-11-13,2
US-2022-122154,1,0,0,2020-11-13,7
US-2022-112900,1,0,0,2020-11-13,6
US-2022-169404,0,0,1,2020-11-13,6
US-2022-115070,0,0,1,2020-11-13,5
US-2022-135069,1,0,0,2020-11-13,3
US-2022-161984,0,1,0,2020-11-13,2
US-2022-125115,1,0,0,2020-11-13,3
US-2022-150623,0,1,0,2020-11-13,5
US-2022-130904,1,0,0,2020-11-14,3
US-2022-166128,1,0,0,2020-11-14,4
US-2022-143028,0,1,0,2020-11-14,3
US-2022-100482,1,0,0,2020-11-14,3
US-2022-122735,1,0,0,2020-11-14,2
US-2022-135076,0,0,1,2020-11-14,2
US-2022-155460,0,0,1,2020-11-14,5
US-2022-141663,0,0,1,2020-11-14,5
US-2022-126060,0,0,1,2020-11-14,3
US-2022-131233,1,0,0,2020-11-14,2
US-2022-127117,0,0,1,2020-11-14,2
US-2022-144932,1,0,0,2020-11-14,2
US-2022-159604,0,1,0,2020-11-14,4
US-2022-118857,0,0,1,2020-11-15,2
US-2022-126774,1,0,0,2020-11-15,6
US-2022-161851,0,0,1,2020-11-15,13
US-2022-141698,0,1,0,2020-11-15,6
US-2022-134635,0,0,1,2020-11-15,3
US-2022-114412,1,0,0,2020-11-15,9
US-2022-108070,1,0,0,2020-11-15,3
US-2022-138086,0,1,0,2020-11-15,5
US-2022-109946,0,1,0,2020-11-16,6
US-2022-156356,1,0,0,2020-11-16,2
US-2022-136497,1,0,0,2020-11-16,2
US-2022-122707,0,0,1,2020-11-16,3
US-2022-128965,1,0,0,2020-11-16,3
US-2022-119389,1,0,0,2020-11-16,5
US-2022-134845,0,1,0,2020-11-16,3
US-2022-129203,0,0,1,2020-11-16,9
CA-2022-108735,1,0,0,2020-11-16,2
US-2022-100615,1,0,0,2020-11-16,4
US-2022-151484,0,0,1,2020-11-16,3
US-2022-166849,0,1,0,2020-11-16,3
US-2022-166324,0,1,0,2020-11-17,2
US-2022-119655,1,0,0,2020-11-17,5
US-2022-128853,1,0,0,2020-11-17,3
US-2022-166198,1,0,0,2020-11-17,4
US-2022-152366,1,0,0,2020-11-17,3
US-2022-145863,1,0,0,2020-11-17,5
US-2022-140802,0,0,1,2020-11-17,7
US-2022-135783,1,0,0,2020-11-17,5
US-2022-169054,0,1,0,2020-11-17,4
US-2022-146192,1,0,0,2020-11-17,5
US-2022-132031,0,1,0,2020-11-17,4
US-2022-101700,1,0,0,2020-11-19,2
US-2022-136651,1,0,0,2020-11-19,4
US-2022-108553,1,0,0,2020-11-19,2
US-2022-157112,0,0,1,2020-11-19,4
US-2022-104010,1,0,0,2020-11-20,3
US-2022-146360,1,0,0,2020-11-20,4
US-2022-149489,0,0,1,2020-11-20,6
US-2022-125269,1,0,0,2020-11-20,3
US-2022-166933,0,1,0,2020-11-20,4
US-2022-168102,0,0,1,2020-11-20,3
US-2022-128832,0,0,1,2020-11-20,3
US-2022-116953,1,0,0,2020-11-20,2
US-2022-159226,1,0,0,2020-11-20,6
US-2022-129707,1,0,0,2020-11-20,4
US-2022-132213,0,1,0,2020-11-20,7
US-2022-120222,1,0,0,2020-11-20,3
US-2022-151071,1,0,0,2020-11-20,6
US-2022-125381,1,0,0,2020-11-20,3
US-2022-160045,1,0,0,2020-11-20,4
US-2022-143665,0,1,0,2020-11-20,9
US-2022-135692,0,0,1,2020-11-20,4
US-2022-151281,1,0,0,2020-11-20,5
US-2022-168228,1,0,0,2020-11-20,4
US-2022-120894,1,0,0,2020-11-20,3
US-2022-160962,0,0,1,2020-11-20,2
US-2022-137631,1,0,0,2020-11-20,3
US-2022-164056,0,0,1,2020-11-20,2
US-2022-126718,1,0,0,2020-11-20,2
US-2022-137876,0,0,1,2020-11-20,7
US-2022-108315,0,1,0,2020-11-21,2
US-2022-108322,0,0,1,2020-11-21,2
US-2022-124597,0,1,0,2020-11-21,7
US-2022-154501,0,0,1,2020-11-21,1
US-2022-144582,0,1,0,2020-11-21,8
US-2022-150609,0,1,0,2020-11-21,6
US-2022-144526,0,0,1,2020-11-21,5
US-2022-151911,0,0,1,2020-11-21,3
US-2022-107636,1,0,0,2020-11-21,2
US-2022-136784,0,1,0,2020-11-21,6
US-2022-150847,1,0,0,2020-11-21,2
US-2022-110198,1,0,0,2020-11-21,5
US-2022-102204,1,0,0,2020-11-21,4
US-2022-110212,0,1,0,2020-11-21,2
US-2022-123134,0,0,1,2020-11-21,5
US-2022-147844,1,0,0,2020-11-21,5
US-2022-128398,0,0,1,2020-11-21,3
US-2022-132199,0,0,1,2020-11-21,2
US-2022-163209,1,0,0,2020-11-21,1
US-2022-132178,0,0,1,2020-11-21,2
US-2022-162978,0,0,1,2020-11-21,5
US-2022-119914,1,0,0,2020-11-22,2
US-2022-133067,0,0,1,2020-11-22,5
US-2022-168900,1,0,0,2020-11-22,4
US-2022-128755,1,0,0,2020-11-22,3
US-2022-105991,1,0,0,2020-11-22,2
US-2022-160724,0,0,1,2020-11-22,2
US-2022-141943,1,0,0,2020-11-22,6
US-2022-107552,1,0,0,2020-11-22,2
CA-2022-158740,0,1,0,2020-11-22,3
US-2022-133200,0,0,1,2020-11-22,10
US-2022-133487,1,0,0,2020-11-22,3
US-2022-156769,1,0,0,2020-11-22,3
US-2022-140242,0,1,0,2020-11-22,4
US-2022-144498,1,0,0,2020-11-22,3
US-2022-167668,1,0,0,2020-11-23,8
US-2022-145779,1,0,0,2020-11-23,4
US-2022-162124,1,0,0,2020-11-23,3
US-2022-141733,0,0,1,2020-11-23,2
US-2022-159688,0,1,0,2020-11-23,2
US-2022-102820,1,0,0,2020-11-23,4
US-2022-156895,0,0,1,2020-11-23,6
US-2022-149181,1,0,0,2020-11-23,6
US-2022-104451,1,0,0,2020-11-23,2
US-2022-107797,0,0,1,2020-11-23,2
US-2022-133865,0,1,0,2020-11-24,4
US-2022-134810,0,0,1,2020-11-24,5
US-2022-118199,0,1,0,2020-11-24,6
US-2022-139647,0,0,1,2020-11-24,8
US-2022-140298,0,1,0,2020-11-24,2
US-2022-115322,1,0,0,2020-11-24,9
US-2022-133823,1,0,0,2020-11-24,3
US-2022-122175,1,0,0,2020-11-24,3
US-2022-117632,0,0,1,2020-11-24,7
US-2022-106796,0,1,0,2020-11-24,2
US-2022-158218,0,0,1,2020-11-25,5
US-2022-152226,1,0,0,2020-11-26,11
US-2022-104577,1,0,0,2020-11-26,3
US-2022-137785,0,1,0,2020-11-26,4
US-2022-104318,0,0,1,2020-11-26,3
US-2022-161655,0,1,0,2020-11-26,5
US-2022-149048,0,0,1,2020-11-26,1
US-2022-100748,0,1,0,2020-11-27,1
US-2022-133361,0,0,1,2020-11-27,5
US-2022-161774,1,0,0,2020-11-27,3
US-2022-143686,1,0,0,2020-11-27,3
US-2022-154872,1,0,0,2020-11-27,4
US-2022-133641,1,0,0,2020-11-27,3
US-2022-129357,0,0,1,2020-11-27,2
US-2022-115546,1,0,0,2020-11-27,3
US-2022-110604,1,0,0,2020-11-27,6
US-2022-102414,1,0,0,2020-11-27,3
US-2022-152569,1,0,0,2020-11-27,5
US-2022-166576,1,0,0,2020-11-27,3
US-2022-159464,0,0,1,2020-11-27,3
US-2022-155642,0,0,1,2020-11-27,3
US-2022-117863,1,0,0,2020-11-27,2
US-2022-117401,0,1,0,2020-11-27,3
US-2022-112536,0,0,1,2020-11-27,8
US-2022-112865,1,0,0,2020-11-28,3
US-2022-121643,1,0,0,2020-11-28,9
CA-2022-135471,0,0,1,2020-11-28,5
US-2022-138975,1,0,0,2020-11-28,3
US-2022-145702,0,0,1,2020-11-28,5
US-2022-113530,0,1,0,2020-11-28,4
US-2022-100048,0,0,1,2020-11-28,2
US-2022-153787,1,0,0,2020-11-28,8
US-2022-127803,0,0,1,2020-11-28,2
US-2022-147998,1,0,0,2020-11-28,4
US-2022-122077,1,0,0,2020-11-28,5
US-2022-120607,1,0,0,2020-11-28,2
US-2022-108700,0,0,1,2020-11-28,6
US-2022-166695,0,1,0,2020-11-29,9
US-2022-166688,1,0,0,2020-11-29,2
US-2022-111332,1,0,0,2020-11-29,5
US-2022-149468,0,0,1,2020-11-29,2
CA-2022-166695,0,1,0,2020-11-29,9
US-2022-167899,0,0,1,2020-11-29,4
US-2022-150595,1,0,0,2020-11-29,1
US-2022-151127,1,0,0,2020-11-29,4
US-2022-130106,0,1,0,2020-11-29,4
US-2022-153080,1,0,0,2020-11-29,3
US-2022-167003,1,0,0,2020-11-30,12
US-2022-164042,1,0,0,2020-11-30,2
US-2022-120168,1,0,0,2020-11-30,2
US-2022-161088,0,1,0,2020-11-30,4
US-2022-112473,1,0,0,2020-11-30,3
US-2022-123687,0,0,1,2020-11-30,3
US-2022-107853,1,0,0,2020-11-30,7
US-2022-152968,1,0,0,2020-11-30,3
US-2022-136882,1,0,0,2020-11-30,2
US-2022-116897,1,0,0,2020-11-30,2
US-2022-134152,0,0,1,2020-11-30,7
US-2022-132297,0,1,0,2020-11-30,7
US-2022-151855,0,0,1,2020-11-30,4
US-2022-160458,1,0,0,2020-11-30,3
US-2022-161340,0,0,1,2020-11-30,4
US-2022-140088,1,0,0,2020-12-01,5
US-2022-118556,0,0,1,2020-12-01,9
US-2022-141572,0,0,1,2020-12-01,4
US-2022-100055,0,0,1,2020-12-01,9
US-2022-145765,0,0,1,2020-12-01,2
US-2022-112613,1,0,0,2020-12-01,5
US-2022-168739,1,0,0,2020-12-01,2
US-2022-121580,1,0,0,2020-12-01,4
US-2022-144568,0,1,0,2020-12-01,2
US-2022-104745,1,0,0,2020-12-01,3
US-2022-125472,1,0,0,2020-12-01,5
US-2022-142461,1,0,0,2020-12-01,5
US-2022-121125,0,1,0,2020-12-01,4
US-2022-116498,1,0,0,2020-12-01,3
US-2022-120614,0,0,1,2020-12-02,5
US-2022-121559,0,0,1,2020-12-02,5
US-2022-112928,0,0,1,2020-12-02,7
US-2022-106831,1,0,0,2020-12-03,3
US-2022-146493,0,0,1,2020-12-03,3
US-2022-157413,1,0,0,2020-12-03,1
US-2022-140760,1,0,0,2020-12-03,2
US-2022-143294,1,0,0,2020-12-03,5
US-2022-158883,1,0,0,2020-12-03,6
US-2022-127705,0,1,0,2020-12-03,4
US-2022-140872,1,0,0,2020-12-03,2
US-2022-126382,0,0,1,2020-12-03,7
US-2022-113908,0,0,1,2020-12-03,2
US-2022-145772,0,0,1,2020-12-03,4
US-2022-145506,0,1,0,2020-12-03,2
US-2022-150420,0,0,1,2020-12-04,5
US-2022-158407,0,0,1,2020-12-04,2
US-2022-149720,1,0,0,2020-12-04,7
US-2022-158106,1,0,0,2020-12-04,5
US-2022-133095,0,1,0,2020-12-04,3
US-2022-158953,0,0,1,2020-12-04,6
US-2022-100426,1,0,0,2020-12-04,5
US-2022-141614,0,0,1,2020-12-04,4
US-2022-126788,1,0,0,2020-12-04,7
US-2022-131849,0,1,0,2020-12-04,3
US-2022-109316,0,1,0,2020-12-04,3
US-2022-155299,0,0,1,2020-12-04,3
US-2022-106579,1,0,0,2020-12-04,7
US-2022-107979,1,0,0,2020-12-04,3
US-2022-117436,1,0,0,2020-12-04,4
US-2022-132682,0,0,1,2020-12-04,5
US-2022-106663,0,1,0,2020-12-04,2
US-2022-146822,1,0,0,2020-12-04,4
US-2022-100951,0,0,1,2020-12-05,3
US-2022-140963,0,1,0,2020-12-05,2
US-2022-137001,0,0,1,2020-12-05,2
US-2022-167080,0,0,1,2020-12-05,2
US-2022-143343,1,0,0,2020-12-05,5
US-2022-112172,0,0,1,2020-12-05,6
US-2022-158071,1,0,0,2020-12-05,5
US-2022-131583,1,0,0,2020-12-05,2
US-2022-107167,0,0,1,2020-12-05,4
US-2022-106103,1,0,0,2020-12-05,2
US-2022-134565,1,0,0,2020-12-05,3
US-2022-120418,0,1,0,2020-12-05,2
US-2022-141481,1,0,0,2020-12-06,1
US-2022-102554,0,1,0,2020-12-06,6
US-2022-133928,1,0,0,2020-12-06,4
US-2022-152002,1,0,0,2020-12-06,2
US-2022-108441,1,0,0,2020-12-06,9
US-2022-143861,1,0,0,2020-12-06,6
US-2022-124191,1,0,0,2020-12-06,8
US-2022-148474,0,1,0,2020-12-06,7
US-2022-119424,1,0,0,2020-12-06,3
US-2022-117821,1,0,0,2020-12-06,3
US-2022-104850,0,1,0,2020-12-06,1
US-2022-102337,0,1,0,2020-12-06,7
US-2022-122056,1,0,0,2020-12-06,5
US-2022-126914,1,0,0,2020-12-06,8
US-2022-119284,0,0,1,2020-12-06,5
US-2022-111178,1,0,0,2020-12-06,1
US-2022-135167,1,0,0,2020-12-06,2
US-2022-169691,0,1,0,2020-12-06,5
US-2022-118864,0,0,1,2020-12-06,6
US-2022-169901,1,0,0,2020-12-06,9
US-2022-105214,1,0,0,2020-12-06,2
US-2022-129462,1,0,0,2020-12-06,2
US-2022-111269,1,0,0,2020-12-06,2
US-2022-136826,0,0,1,2020-12-06,6
US-2022-132206,0,0,1,2020-12-07,4
US-2022-155873,0,1,0,2020-12-07,4
US-2022-118437,1,0,0,2020-12-07,3
US-2022-131618,0,0,1,2020-12-07,5
US-2022-157833,1,0,0,2020-12-07,2
US-2022-146346,1,0,0,2020-12-07,2
US-2022-165323,0,1,0,2020-12-07,1
US-2022-112753,1,0,0,2020-12-07,2
US-2022-162712,0,1,0,2020-12-07,6
CA-2022-184712,0,1,0,2020-12-08,11
